4007,"STOLICHNAYA BERRIE",5000.00,"VINOS/ESP","VODKA"
4009,"ABSOLUT BLUE",7000.00,"VINOS/ESP","VODKA"
4011,"ABSOLUT RASPBERRY",7500.00,"VINOS/ESP","VODKA"
4201," HAVANA ESPECIAL",6500.00,"VINOS/ESP","RON"
4203,"HAVANA RESERVA",7500.00,"VINOS/ESP","RON"
4205,"HAVANA BLANCO",5000.00,"VINOS/ESP","RON"
4207,"BACARDI DORADO",5000.00,"VINOS/ESP","RON"
4301,"BALLANTINES",7500.00,"VINOS/ESP","WHISKY"
4303,"FIREBALL",8000.00,"VINOS/ESP","WHISKY"
4305," JOHNNIE RED",7500.00,"VINOS/ESP","WHISKY"
4307,"JOHNNIE BLACK",8500.00,"VINOS/ESP","WHISKY"
4309,"JOHNNIE 2 BLACK",9000.00,"VINOS/ESP","WHISKY"
4311,"JACK DANIELS 7A",8500.00,"VINOS/ESP","WHISKY"
4313,"JACK CIDER",8500.00,"VINOS/ESP","WHISKY"
4315,"JACK HONEY",8500.00,"VINOS/ESP","WHISKY"
4317,"JACK FIRE",8500.00,"VINOS/ESP","WHISKY"
4319,"JACK APPLE",8500.00,"VINOS/ESP","WHISKY"
4321,"JACK GENTLEMAN",12000.00,"VINOS/ESP","WHISKY"
4323,"VAT 69",5000.00,"VINOS/ESP","WHISKY"
4310,"JOHNNIE GOLD",10000.00,"VINOS/ESP","WHISKY"
4401,"BOT MISTRAL",50000.00,"VINOS/ESP","BOTELLAS"
4403,"BOT NOBEL",65000.00,"VINOS/ESP","BOTELLAS"
4405,"BOT ALTO",50000.00,"VINOS/ESP","BOTELLAS"
4407,"BOT WYBOROWA",50000.00,"VINOS/ESP","BOTELLAS"
4409,"BOT ABSOLUT",65000.00,"VINOS/ESP","BOTELLAS"
4411,"BOT JOHNNIE RED",70000.00,"VINOS/ESP","BOTELLAS"
4413,"BOT JACK DANIELS",80000.00,"VINOS/ESP","BOTELLAS"
4415,"BOT CHIVAS 12",95000.00,"VINOS/ESP","BOTELLAS"
4501,"SHOT  B52",4000.00,"VINOS/ESP","SHOTS"
4503,"SHOT  TEQUILAZO",4000.00,"VINOS/ESP","SHOTS"
4505,"SHOT  CUCARACHA",4500.00,"VINOS/ESP","SHOTS"
4601,"JAGERMEISTER",8000.00,"VINOS/ESP","OTROS"
4603,"JAGER BOOM",9500.00,"VINOS/ESP","OTROS"
4605,"JAGER ORANGE/TONIC",8000.00,"VINOS/ESP","OTROS"
4607,"DISARONNO",8000.00,"VINOS/ESP","OTROS"
4609,"FERNET BRANCA",6500.00,"VINOS/ESP","OTROS"
4611,"DRAMBUIE",8000.00,"VINOS/ESP","OTROS"
4613,"BAILEYS",8000.00,"VINOS/ESP","OTROS"
4701,"PROMO TROPICAL GIN",8500.00,"VINOS/ESP","PROMOS"
4703,"PROMO VODKA SUMMER",8500.00,"VINOS/ESP","PROMOS"
179,"LT MOJITO FRUTILLA",11000.00,"","MOJITOS DELIVERY"
